CNAE,Estoque,Admissoes,Desligamentos,Ano,Mes
2115,60,43,2465,2024,7
-60,6,8,-39,2024,7
39568756,2253319,2013797,47512008,2024,8
1520107,98283,96266,1868136,2024,8
7780799,366072,312660,9027305,2024,8
222128,6838,5293,282880,2024,8
7085654,343910,292185,8206402,2024,8
129964,2208,2697,138079,2024,8
343053,13116,12485,399944,2024,8
2093460,217048,203162,2979887,2024,8
8969082,524139,474088,10468802,2024,8
19205368,1047762,927598,23167918,2024,8
2424831,124098,107712,2824371,2024,8
2005311,141493,127159,2229107,2024,8
8081958,531708,490000,10184259,2024,8
961653,42564,37450,1221505,2024,8
955130,21528,21226,1077921,2024,8
164174,7676,7202,200270,2024,8
1194220,81653,71872,1618888,2024,8
4806781,378287,352250,6065675,2024,8
5390323,191205,151423,6391170,2024,8
982469,5864,6742,1135277,2024,8
1908566,79216,54039,2137414,2024,8
2499288,106125,90642,3118479,2024,8
203,104,82,1079,2024,8
1302742,59154,51222,1537932,2024,8
266757,16383,13545,327027,2024,8
1033870,42707,37635,1208420,2024,8
2115,64,42,2485,2024,8
-60,15,23,-40,2024,8
39568756,2182469,1929664,47644655,2024,9
1520107,92337,94105,1862613,2024,9
7780799,352739,292383,9050734,2024,9
222128,6412,5260,282996,2024,9
7085654,332030,275620,8229959,2024,9
129964,2162,1661,138198,2024,9
343053,12135,9842,399581,2024,9
2093460,208078,190949,2979021,2024,9
8969082,510060,463480,10514097,2024,9
19205368,1019247,888738,23238232,2024,9
2424831,117594,103577,2832317,2024,9
2005311,138457,125343,2236300,2024,9
8081958,539072,476606,10223695,2024,9
961653,45456,37161,1215165,2024,9
955130,22850,19278,1080066,2024,9
164174,7672,6725,200656,2024,9
1194220,79988,70048,1624654,2024,9
4806781,383106,343394,6103154,2024,9
5390323,167822,135717,6402644,2024,9
982469,6107,4921,1133935,2024,9
1908566,56510,45484,2140226,2024,9
2499288,105205,85312,3128483,2024,9
203,108,89,1085,2024,9
1302742,56194,47406,1542191,2024,9
266757,15783,12681,329065,2024,9
1033870,40347,34681,1210656,2024,9
2115,64,44,2470,2024,9
-60,8,9,-42,2024,9
39568756,2235289,2102642,47752213,2024,10
1520107,95637,101160,1843350,2024,10
7780799,345751,322322,9044160,2024,10
222128,6016,5900,283244,2024,10
7085654,326100,302543,8223373,2024,10
129964,2215,2096,138570,2024,10
343053,11420,11783,398973,2024,10
2093460,208328,209194,2948628,2024,10
8969082,546664,501369,10609755,2024,10
19205368,1038898,968584,23306356,2024,10
2424831,122019,114073,2839655,2024,10
2005311,144284,137091,2254076,2024,10
8081958,565821,526385,10263841,2024,10
961653,39610,45950,1217112,2024,10
955130,22620,20475,1081401,2024,10
164174,7966,7580,200833,2024,10
1194220,80168,74402,1628315,2024,10
4806781,415457,377978,6136180,2024,10
5390323,152572,141098,6400639,2024,10
982469,4264,5606,1129572,2024,10
1908566,47549,44737,2136082,2024,10
2499288,100759,90755,3134985,2024,10
203,96,90,1127,2024,10
1302742,54106,49847,1547018,2024,10
266757,15362,13324,331455,2024,10
1033870,38706,36470,1213103,2024,10
2115,38,53,2460,2024,10
-60,11,13,-36,2024,10
39568756,1993895,1886337,47204688,2024,11
1520107,81851,101114,1796485,2024,11
7780799,278089,284663,8927122,2024,11
222128,5710,5462,282417,2024,11
7085654,260408,266994,8109779,2024,11
129964,2129,1757,138690,2024,11
343053,9842,10450,396236,2024,11
2093460,170819,201212,2858057,2024,11
8969082,533845,438187,10584176,2024,11
19205368,929275,861151,23038868,2024,11
2424831,108437,101099,2812836,2024,11
2005311,136803,119027,2240603,2024,11
8081958,509212,469066,10196064,2024,11
961653,37135,35188,1216505,2024,11
955130,19547,18212,1079823,2024,11
164174,6862,6685,200216,2024,11
1194220,69221,65560,1616505,2024,11
4806781,376447,343421,6083015,2024,11
5390323,125463,127468,6260999,2024,11
982469,3893,8256,1097607,2024,11
1908566,34390,38534,2053792,2024,11
2499288,87180,80678,3109600,2024,11
203,128,86,1109,2024,11
1302742,49232,44405,1527257,2024,11
266757,14255,11865,331413,2024,11
1033870,34935,32488,1193450,2024,11
2115,42,52,2394,2024,11
-60,16,10,-20,2024,11
39568756,1531969,2079494,47348774,2024,12
1520107,63523,110388,1832856,2024,12
7780799,176973,294011,8998036,2024,12
222128,4194,5021,283016,2024,12
7085654,162202,275796,8179469,2024,12
129964,1840,1720,139001,2024,12
343053,8737,11474,396550,2024,12
2093460,109629,200200,2896598,2024,12
8969082,432003,457582,10533099,2024,12
19205368,749811,1017299,23088205,2024,12
2424831,87069,113888,2812985,2024,12
2005311,113194,126667,2230800,2024,12
8081958,415321,483098,10221705,2024,12
961653,29748,30355,1216083,2024,12
955130,14368,15946,1079930,2024,12
164174,5184,5801,201159,2024,12
1194220,51492,63302,1627784,2024,12
4806781,314529,367694,6096749,2024,12
5390323,97205,236845,6285580,2024,12
982469,2248,34213,1101467,2024,12
1908566,18424,100714,2062383,2024,12
2499288,76533,101918,3121730,2024,12
203,68,86,1120,2024,12
1302742,36954,56715,1536015,2024,12
266757,13121,13163,335680,2024,12
1033870,23807,43460,1197968,2024,12
2115,26,92,2367,2024,12
-60,30,14,-20,2024,12
39568756,2295477,2151391,47780769,2025,1
1520107,129505,93134,1852698,2025,1
7780799,378632,307718,9067920,2025,1
222128,6082,5483,284750,2025,1
7085654,357099,287409,8242818,2025,1
129964,2011,1700,139411,2025,1
343053,13440,13126,400941,2025,1
2093460,225641,187100,2937469,2025,1
8969082,499019,550096,10579686,2025,1
19205368,1062680,1013343,23343017,2025,1
2424831,113620,113471,2839209,2025,1
2005311,133166,142969,2258133,2025,1
8081958,557119,531478,10309651,2025,1
961653,39367,39789,1220089,2025,1
955130,20652,20545,1083263,2025,1
164174,8131,7188,202883,2025,1
1194220,86162,74883,1642018,2025,1
4806781,402807,389073,6161398,2025,1
5390323,194948,170367,6383991,2025,1
982469,12411,8551,1118075,2025,1
1908566,76346,67755,2127579,2025,1
2499288,106191,94061,3138337,2025,1
203,106,95,1122,2025,1
1302742,63721,54963,1550911,2025,1
266757,18994,14727,340497,2025,1
1033870,44684,40166,1208048,2025,1
2115,43,70,2366,2025,1
-60,0,0,-21,2025,1
