secao_letra,secao_descricao,cnae,descricao_cnae,,,,,,,secao_letra
N,Atividades administrativas e serviços complementares,77.19-5,"Locação de meios de transporte, exceto automóveis, sem condutor",,,,,,,N
N,Atividades administrativas e serviços complementares,77.19-5,"Locação de meios de transporte, exceto automóveis, sem condutor",,,,,,,N
N,Atividades administrativas e serviços complementares,77.21-7,Aluguel de equipamentos recreativos e esportivos,,,,,,,N
N,Atividades administrativas e serviços complementares,77.22-5,"Aluguel de fitas de vídeo, DVDs e similares",,,,,,,N
N,Atividades administrativas e serviços complementares,77.23-3,"Aluguel de objetos do vestuário, jóias e acessórios",,,,,,,N
N,Atividades administrativas e serviços complementares,77.29-2,Aluguel de objetos pessoais e domésticos não especificados anteriormente,,,,,,,N
N,Atividades administrativas e serviços complementares,77.29-2,Aluguel de objetos pessoais e domésticos não especificados anteriormente,,,,,,,N
N,Atividades administrativas e serviços complementares,77.31-4,Aluguel de máquinas e equipamentos agrícolas sem operador,,,,,,,N
N,Atividades administrativas e serviços complementares,77.32-2,Aluguel de máquinas e equipamentos para construção sem operador,,,,,,,N
N,Atividades administrativas e serviços complementares,77.33-1,Aluguel de máquinas e equipamentos para escritório,,,,,,,N
N,Atividades administrativas e serviços complementares,77.39-0,Aluguel de máquinas e equipamentos não especificados anteriormente,,,,,,,N
N,Atividades administrativas e serviços complementares,77.39-0,Aluguel de máquinas e equipamentos não especificados anteriormente,,,,,,,N
N,Atividades administrativas e serviços complementares,77.40-3,Gestão de ativos intangíveis não-financeiros,,,,,,,N
N,Atividades administrativas e serviços complementares,78.10-8,Seleção e agenciamento de mão-de-obra,,,,,,,N
N,Atividades administrativas e serviços complementares,78.20-5,Locação de mão-de-obra temporária,,,,,,,N
N,Atividades administrativas e serviços complementares,78.30-2,Fornecimento e gestão de recursos humanos para terceiros,,,,,,,N
N,Atividades administrativas e serviços complementares,79.11-2,Agências de viagens,,,,,,,N
N,Atividades administrativas e serviços complementares,79.12-1,Operadores turísticos,,,,,,,N
N,Atividades administrativas e serviços complementares,79.90-2,Serviços de reservas e outros serviços de turismo não especificados anteriormente,,,,,,,N
N,Atividades administrativas e serviços complementares,79.90-2,Serviços de reservas e outros serviços de turismo não especificados anteriormente,,,,,,,N
N,Atividades administrativas e serviços complementares,80.11-1,Atividades de vigilância e segurança privada,,,,,,,N
N,Atividades administrativas e serviços complementares,80.12-9,Atividades de transporte de valores,,,,,,,N
N,Atividades administrativas e serviços complementares,80.20-0,Atividades de monitoramento de sistemas de segurança,,,,,,,N
N,Atividades administrativas e serviços complementares,80.30-7,Atividades de investigação particular,,,,,,,N
N,Atividades administrativas e serviços complementares,81.11-7,"Serviços combinados para apoio a edifícios, exceto condomínios prediais",,,,,,,N
N,Atividades administrativas e serviços complementares,81.11-7,"Serviços combinados para apoio a edifícios, exceto condomínios prediais",,,,,,,N
N,Atividades administrativas e serviços complementares,81.12-5,Condomínios prediais,,,,,,,N
N,Atividades administrativas e serviços complementares,81.21-4,Limpeza em prédios e em domicílios,,,,,,,N
N,Atividades administrativas e serviços complementares,81.22-2,Imunização e controle de pragas urbanas,,,,,,,N
N,Atividades administrativas e serviços complementares,81.29-0,Atividades de limpeza não especificadas anteriormente,,,,,,,N
N,Atividades administrativas e serviços complementares,81.30-3,Atividades paisagísticas,,,,,,,N
N,Atividades administrativas e serviços complementares,82.11-3,Serviços combinados de escritório e apoio administrativo,,,,,,,N
N,Atividades administrativas e serviços complementares,82.19-9,"Fotocópias, preparação de documentos e outros serviços especializados de apoio administrativo",,,,,,,N
N,Atividades administrativas e serviços complementares,82.20-2,Atividades de teleatendimento,,,,,,,N
N,Atividades administrativas e serviços complementares,82.30-0,"Atividades de organização de eventos, exceto culturais e esportivos",,,,,,,N
N,Atividades administrativas e serviços complementares,82.91-1,Atividades de cobrança e informações cadastrais,,,,,,,N
N,Atividades administrativas e serviços complementares,82.92-0,Envasamento e empacotamento sob contrato,,,,,,,N
N,Atividades administrativas e serviços complementares,82.99-7,Atividades de serviços prestados principalmente às empresas não especificadas anteriormente,,,,,,,N
N,Atividades administrativas e serviços complementares,82.99-7,Atividades de serviços prestados principalmente às empresas não especificadas anteriormente,,,,,,,N
N,Atividades administrativas e serviços complementares,82.99-7,Atividades de serviços prestados principalmente às empresas não especificadas anteriormente,,,,,,,N
O,"Administração pública, defesa e seguridade social",84.11-6,Administração pública em geral,,,,,,,O
O,"Administração pública, defesa e seguridade social",84.11-6,Administração pública em geral,,,,,,,O
O,"Administração pública, defesa e seguridade social",84.12-4,"Regulação das atividades de saúde, educação, serviços culturais e outros serviços sociais",,,,,,,O
O,"Administração pública, defesa e seguridade social",84.13-2,Regulação das atividades econômicas,,,,,,,O
O,"Administração pública, defesa e seguridade social",84.21-3,Relações exteriores,,,,,,,O
O,"Administração pública, defesa e seguridade social",84.22-1,Defesa,,,,,,,O
O,"Administração pública, defesa e seguridade social",84.23-0,Justiça,,,,,,,O
O,"Administração pública, defesa e seguridade social",84.24-8,Segurança e ordem pública,,,,,,,O
O,"Administração pública, defesa e seguridade social",84.25-6,Defesa Civil,,,,,,,O
O,"Administração pública, defesa e seguridade social",84.30-2,Seguridade social obrigatória,,,,,,,O
P,Educação,85.11-2,Educação infantil - creche,,,,,,,P
P,Educação,85.12-1,Educação infantil - pré-escola,,,,,,,P
P,Educação,85.13-9,Ensino fundamental,,,,,,,P
P,Educação,85.20-1,Ensino médio,,,,,,,P
P,Educação,85.31-7,Educação superior - graduação,,,,,,,P
P,Educação,85.32-5,Educação superior - graduação e pós-graduação,,,,,,,P
P,Educação,85.33-3,Educação superior - pós-graduação e extensão,,,,,,,P
P,Educação,85.41-4,Educação profissional de nível técnico,,,,,,,P
P,Educação,85.42-2,Educação profissional de nível tecnológico,,,,,,,P
P,Educação,85.50-3,Atividades de apoio à educação,,,,,,,P
P,Educação,85.91-1,Ensino de esportes,,,,,,,P
P,Educação,85.92-9,Ensino de arte e cultura,,,,,,,P
P,Educação,85.93-7,Ensino de idiomas,,,,,,,P
P,Educação,85.99-6,Atividades de ensino não especificadas anteriormente,,,,,,,P
Q,Saúde humana e serviços sociais,86.10-1,Atividades de atendimento hospitalar,,,,,,,Q
Q,Saúde humana e serviços sociais,86.10-1,Atividades de atendimento hospitalar,,,,,,,Q
Q,Saúde humana e serviços sociais,86.21-6,Serviços móveis de atendimento a urgências,,,,,,,Q
Q,Saúde humana e serviços sociais,86.22-4,"Serviços de remoção de pacientes, exceto os serviços móveis de atendimento a urgências",,,,,,,Q
Q,Saúde humana e serviços sociais,86.30-5,Atividades de atenção ambulatorial executadas por médicos e odontólogos,,,,,,,Q
Q,Saúde humana e serviços sociais,86.30-5,Atividades de atenção ambulatorial executadas por médicos e odontólogos,,,,,,,Q
Q,Saúde humana e serviços sociais,86.40-2,Atividades de serviços de complementação diagnóstica e terapêutica,,,,,,,Q
Q,Saúde humana e serviços sociais,86.40-2,Atividades de serviços de complementação diagnóstica e terapêutica,,,,,,,Q
Q,Saúde humana e serviços sociais,86.50-0,"Atividades de profissionais da área de saúde, exceto médicos e odontólogos",,,,,,,Q
Q,Saúde humana e serviços sociais,86.60-7,Atividades de apoio à gestão de saúde,,,,,,,Q
Q,Saúde humana e serviços sociais,86.90-9,Atividades de atenção à saúde humana não especificadas anteriormente,,,,,,,Q
Q,Saúde humana e serviços sociais,87.11-5,"Atividades de assistência a idosos, deficientes físicos, imunodeprimidos e convalescentes prestadas em residências coletivas e particulares",,,,,,,Q
Q,Saúde humana e serviços sociais,87.11-5,"Atividades de assistência a idosos, deficientes físicos, imunodeprimidos e convalescentes prestadas em residências coletivas e particulares",,,,,,,Q
Q,Saúde humana e serviços sociais,87.12-3,Atividades de fornecimento de infra-estrutura de apoio e assistência a paciente no domicílio,,,,,,,Q
Q,Saúde humana e serviços sociais,87.20-4,"Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química",,,,,,,Q
Q,Saúde humana e serviços sociais,87.20-4,"Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química",,,,,,,Q
Q,Saúde humana e serviços sociais,87.20-4,"Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química",,,,,,,Q
Q,Saúde humana e serviços sociais,87.30-1,Atividades de assistência social prestadas em residências coletivas e particulares,,,,,,,Q
Q,Saúde humana e serviços sociais,87.30-1,Atividades de assistência social prestadas em residências coletivas e particulares,,,,,,,Q
Q,Saúde humana e serviços sociais,88.00-6,Serviços de assistência social sem alojamento,,,,,,,Q
R,"Artes, cultura, esporte e recreação",90.01-9,"Artes cênicas, espetáculos e atividades complementares",,,,,,,R
R,"Artes, cultura, esporte e recreação",90.01-9,"Artes cênicas, espetáculos e atividades complementares",,,,,,,R
R,"Artes, cultura, esporte e recreação",90.01-9,"Artes cênicas, espetáculos e atividades complementares",,,,,,,R
R,"Artes, cultura, esporte e recreação",90.02-7,Criação artística,,,,,,,R
R,"Artes, cultura, esporte e recreação",90.02-7,Criação artística,,,,,,,R
R,"Artes, cultura, esporte e recreação",90.03-5,"Gestão de espaços para artes cênicas, espetáculos e outras atividades artísticas",,,,,,,R
R,"Artes, cultura, esporte e recreação",91.01-5,Atividades de bibliotecas e arquivos,,,,,,,R
R,"Artes, cultura, esporte e recreação",91.02-3,"Atividades de museus e de exploração, restauração artística e conservação de lugares e prédios históricos e atrações similares",,,,,,,R
R,"Artes, cultura, esporte e recreação",91.03-1,"Atividades de jardins botânicos, zoológicos, parques nacionais, reservas ecológicas e áreas de proteção ambiental",,,,,,,R
R,"Artes, cultura, esporte e recreação",92.00-3,Atividades de exploração de jogos de azar e apostas,,,,,,,R
R,"Artes, cultura, esporte e recreação",92.00-3,Atividades de exploração de jogos de azar e apostas,,,,,,,R
R,"Artes, cultura, esporte e recreação",93.11-5,Gestão de instalações de esportes,,,,,,,R
R,"Artes, cultura, esporte e recreação",93.12-3,"Clubes sociais, esportivos e similares",,,,,,,R
R,"Artes, cultura, esporte e recreação",93.13-1,Atividades de condicionamento físico,,,,,,,R
R,"Artes, cultura, esporte e recreação",93.19-1,Atividades esportivas não especificadas anteriormente,,,,,,,R
R,"Artes, cultura, esporte e recreação",93.19-1,Atividades esportivas não especificadas anteriormente,,,,,,,R
R,"Artes, cultura, esporte e recreação",93.21-2,Parques de diversão e parques temáticos,,,,,,,R
R,"Artes, cultura, esporte e recreação",93.29-8,Atividades de recreação e lazer não especificadas anteriormente,,,,,,,R
R,"Artes, cultura, esporte e recreação",93.29-8,Atividades de recreação e lazer não especificadas anteriormente,,,,,,,R
S,Outras atividades de serviços,94.11-1,Atividades de organizações associativas patronais e empresariais,,,,,,,S
S,Outras atividades de serviços,94.12-0,Atividades de organizações associativas profissionais,,,,,,,S
S,Outras atividades de serviços,94.20-1,Atividades de organizações sindicais,,,,,,,S
S,Outras atividades de serviços,94.30-8,Atividades de associações de defesa de direitos sociais,,,,,,,S
S,Outras atividades de serviços,94.91-0,Atividades de organizações religiosas,,,,,,,S
S,Outras atividades de serviços,94.92-8,Atividades de organizações políticas,,,,,,,S
S,Outras atividades de serviços,94.93-6,Atividades de organizações associativas ligadas à cultura e à arte,,,,,,,S
S,Outras atividades de serviços,94.99-5,Atividades associativas não especificadas anteriormente,,,,,,,S
S,Outras atividades de serviços,95.11-8,Reparação e manutenção de computadores e de equipamentos periféricos,,,,,,,S
S,Outras atividades de serviços,95.12-6,Reparação e manutenção de equipamentos de comunicação,,,,,,,S
S,Outras atividades de serviços,95.12-6,Reparação e manutenção de equipamentos de comunicação,,,,,,,S
S,Outras atividades de serviços,95.21-5,Reparação e manutenção de equipamentos eletroeletrônicos de uso pessoal e doméstico,,,,,,,S
S,Outras atividades de serviços,95.29-1,Reparação e manutenção de objetos e equipamentos pessoais e domésticos não especificados anteriormente,,,,,,,S
S,Outras atividades de serviços,95.29-1,Reparação e manutenção de objetos e equipamentos pessoais e domésticos não especificados anteriormente,,,,,,,S
S,Outras atividades de serviços,96.01-7,"Lavanderias, tinturarias e toalheiros",,,,,,,S
S,Outras atividades de serviços,96.02-5,Cabeleireiros e outras atividades de tratamento de beleza,,,,,,,S
S,Outras atividades de serviços,96.03-3,Atividades funerárias e serviços relacionados,,,,,,,S
S,Outras atividades de serviços,96.09-2,Atividades de serviços pessoais não especificadas anteriormente,,,,,,,S
S,Outras atividades de serviços,96.09-2,Atividades de serviços pessoais não especificadas anteriormente,,,,,,,S
T,Serviços domésticos,97.00-5,Serviços domésticos,,,,,,,T
U,Organismos internacionais e outras instituições extraterritoriais,99.00-8,Organismos internacionais e outras instituições extraterritoriais,,,,,,,U
